 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Actual T&C Date,Delivery Status,
"2790","07 05","QMS 07/05/06/026862","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR018","Klinik Kesihatan Kalumpang","JKR 536 44100 Kalumpang Hulu Selangor ","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM009","NBE","SELANGOR","HULU SELANGOR","2018-02-28 9:00AM","2018-02-28 9:00AM","2210M317101303","06-03-2018","Products Installed",
"2791","07 05","QMS 07/05/06/026863","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR019","Klinik Kesihatan Rasa","JKR 554  Pekan Raksa  44200 Hulu Selangor  Selangor","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM010","NBE","SELANGOR","HULU SELANGOR","2018-02-15 11:00AM","2018-02-15 11:00AM","2210M317052302","26-02-2018","Products Installed",
"2792","07 05","QMS 07/05/06/026864","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR020","Klinik Kesihatan Sungai Selisek","JKR 565  Klinik Kesihatan Selisek  44020 Sungai Selisek  HuluSelangor ","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM011","NBE","SELANGOR","HULU SELANGOR","2018-02-28 11:00AM","2018-02-28 11:00AM","2210M317101901","06-03-2018","Products Installed",
"2793","07 05","QMS 07/05/06/026865","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR091","Klinik Desa Rantau Panjang","Jalan Rantau Panjang  41400 Klang  Selangor","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM012","NBE","SELANGOR","KLANG","2018-02-21 9:00AM","2018-02-21 9:00AM","2210M317101801","23-02-2018","Products Installed",
"2794","07 05","QMS 07/05/06/026866","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR030","Klinik Kesihatan Kampung Bandar","Bukit Chodoi 42700 Banting  Selangor ","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM013","NBE","SELANGOR","KUALA LANGAT","2018-02-22 2:30PM","2018-02-22 2:30PM","2210M317101702","26-02-2018","Products Installed",
"2795","07 05","QMS 07/05/06/026867","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR031","Klinik Kesihatan Jenjarom","Jalan Kampung Jenjarom  Banting  42600 Kuala Langat  Selangor ","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM014","NBE","SELANGOR","KUALA LANGAT","2018-02-22 9:00AM","2018-02-22 9:00AM","2210M317101803","26-02-2018","Products Installed",
"2796","07 05","QMS 07/05/06/026868","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR034","Klinik Kesihatan Bukit Changgang","Jln Labohan Dagang  42700 Kuala Langat  Selangor ","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM015","NBE","SELANGOR","KUALA LANGAT","2018-02-15 12:00PM","2018-02-15 12:00PM","2210M317051904","27-02-2018","Products Installed",
"2797","07 05","QMS 07/05/06/026869","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR039","Klinik Kesihatan Ijok","Jln Simpang 3 Ijok  Bestari Jaya  45600 Kuala Selangor  Selangor","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM017","NBE","SELANGOR","KUALA SELANGOR","2018-02-14 9:00AM","2018-02-14 9:00AM","2210M317101402","14-03-2018","Products Installed",
"2798","07 05","QMS 07/05/06/026870","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR048","Klinik Kesihatan Sekinchan","218 219 Jalan Pekan  Pasir Panjang  45400 Sabak Bernam  Selangor ","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM018","NBE","SELANGOR","SABAK BERNAM","2018-02-28 10:00AM","2018-02-28 10:00AM","2210M317101902","08-03-2018","Products Installed",
"2799","07 05","QMS 07/05/06/026871","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR053","Klinik Kesihatan Dengkil","Jalan Dengkil  43800 Dengkil  Selangor ","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM019","NBE","SELANGOR","SEPANG","2018-02-15 9:00AM","2018-02-15 9:00AM","2210M317052002","23-02-2018","Products Installed",
"2800","07 05","QMS 07/05/06/026872","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR055","Klinik Kesihatan Sungai Pelek","436  Sungai Pelek  43950 Sepang  Selangor ","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM020","NBE","SELANGOR","SEPANG","2018-02-19 12:00PM","2018-02-19 12:00PM","2210M317052303","23-02-2018","Products Installed",
"2801","07 05","QMS 07/05/06/026873","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR179","Klinik Kesihatan Sepang","Pekan Sepang  43900 Sepang  Selangor","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM023","NBE","SELANGOR","SEPANG","2018-02-19 9:00AM","2018-02-19 9:00AM","2210M317052004","23-02-2018","Products Installed",
"2802","07 05","QMS 07/05/06/026874","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR186","Klinik Kesihatan Gombak Setia","Jalan Sekolah  53000 Gombak  Selangor","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM024","NBE","SELANGOR","GOMBAK","2018-02-23 2:30PM","2018-02-23 2:30PM","2210M317101802","26-02-2018","Products Installed",
"2803","07 05","QMS 07/05/06/026875","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR069","Klinik Desa Sungai Sekamat","Sungai Sekamat  43000 Kajang  Selangor","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM025","NBE","SELANGOR","HULU LANGAT","2018-02-13 9:00AM","2018-02-13 9:00AM","2210M317052402","19-02-2018","Products Installed",
"2804","07 05","QMS 07/05/06/026876","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR189","Klinik Kesihatan Ibu dan Anak Kuala Kubu Baru","Jalan Kolam Air  44000 Hulu Selangor  Selangor","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM026","NBE","SELANGOR","HULU SELANGOR","2018-02-15 2:00PM","2018-02-15 2:00PM","2210M317052202","26-02-2018","Products Installed",
"2805","07 05","QMS 07/05/06/026877","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR394","Klinik Kesihatan Sungai Chua","Kawasan Perindustrian Sg Chua  43000  Kajang","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM027","NBE","SELANGOR","HULU LANGAT","2018-02-13 12:00PM","2018-02-13 12:00PM","2210M317051802","19-02-2018","Products Installed",
"2806","07 05","QMS 07/05/06/026878","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR003","Klinik Kesihatan Kuang","Batu 20 Kuang 48050 Gombak","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM030","NBE","SELANGOR","GOMBAK","2018-02-14 2:00PM","2018-02-14 2:00PM","2210M317052001","22-02-2018","Products Installed",
"2807","07 07A","QMS 07/07A/06/026882","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Refrigerators, Pharmacy  (High)(700L)","Frimed Srl","AF70V","Refrigerators, Pharmacy  (High)(700L)","JHR029","Klinik Kesihatan Jalan Mengkibol","Jalan Mengkibol Kluang 86000","KK","Batch 6","SOUTHERN","PO106712","2016-09-01","JHNREI013","NBE","JOHOR","KLUANG","2018-01-24 3:00PM","2018-01-24 3:00PM","FF0256FMK0217","28-02-2018","Products Installed",
"2808","07 07A","QMS 07/07A/06/026883","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Refrigerators, Pharmacy  (High)(700L)","Frimed Srl","AF70V","Refrigerators, Pharmacy  (High)(700L)","JHR591","Klinik Kesihatan Sultan Ismail","81100 Johor Bahru","KK","Batch 6","SOUTHERN","PO106712","2016-09-01","JHNREI014","NBE","JOHOR","JOHOR BAHRU","2018-01-24 11:00AM","2018-01-24 11:00AM","FF0257FMK0217","05-02-2018","Products Installed",
"2809","07 07A","QMS 07/07A/06/026884","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Refrigerators, Pharmacy  (High)(700L)","Frimed Srl","AF70V","Refrigerators, Pharmacy  (High)(700L)","JHR025","Klinik Kesihatan Kempas","Jalan Persisiran Tanjung  Tampoi Johor  Bahru  81200","KK","Batch 6","SOUTHERN","PO106712","2016-09-01","JHNREI016","NBE","JOHOR","JOHOR BAHRU","2018-01-24 9:00AM","2018-01-24 9:00AM","FF0260FMK0217","28-02-2018","Products Installed",
"2810","07 07A","QMS 07/07A/06/026885","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Refrigerators, Pharmacy  (High)(700L)","Frimed Srl","AF70V","Refrigerators, Pharmacy  (High)(700L)","PRK034","Klinik Kesihatan Kampung Simee","Jln  Kompleks Sukan  31400  Kinta","KK","Batch 6","NORTHERN","PO106712","2016-09-01","PRNREI005","NBE","PERAK","KINTA","2018-01-25 11:00AM","2018-01-25 11:00AM","FF0259FMK0217","02-02-2018","Products Installed",
"2811","07 07B","QMS 07/07B/06/026886","SUP026","SCIENCE VALLEY SDN BHD","gigihue@svl.com.my","BLOCK C, 705, KELANA SQUARE NO.17, JALAN SS 7/26 KELANA JAYA 47301 PETALING JAYA, Selangor","MsKang Chu Ying","Refrigerators, Pharmacy  (High)(1400L)","Tech-Lab Scientific Sdn.Bhd","PHARMA-1600E","Refrigerators, Pharmacy  (High)(1400L)","SLR011","Klinik Kesihatan Batu 14  Hulu Langat","Batu 14  43100 Hulu Langat  Selangor ","KK","Batch 6","CENTRAL","PO106526","2016-09-01","SLNREG008","NBE","SELANGOR","HULU LANGAT","2018-01-10 10:00AM","2018-01-10 10:00AM","160014741-1317","29-01-2018","Products Installed",
"2812","07 07B","QMS 07/07B/06/026887","SUP026","SCIENCE VALLEY SDN BHD","gigihue@svl.com.my","BLOCK C, 705, KELANA SQUARE NO.17, JALAN SS 7/26 KELANA JAYA 47301 PETALING JAYA, Selangor","MsKang Chu Ying","Refrigerators, Pharmacy  (High)(1400L)","Tech-Lab Scientific Sdn.Bhd","PHARMA-1600E","Refrigerators, Pharmacy  (High)(1400L)","SLR393","Klinik Kesihatan Seksyen 19 Shah Alam","Jalan Gelora 19 46  Seksyen 19  40300 Shah Alam  Selangor","KK","Batch 6","CENTRAL","PO106526","2016-09-01","SLNREG013","NBE","SELANGOR","PETALING","2018-01-11 10:00AM","2018-01-11 10:00AM","160014884/617","16-01-2018","Products Installed",
"2813","07 08","QMS 07/08/06/026889","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Pharmacy (Medium)","Thermo Fisher Scientific Inc","PLR386","Refrigerators, Pharmacy (Medium)","JHR024","Klinik Kesihatan Majidee","Jalan Tebrau  Johor   Bahru Johor  Bahru  81100","KK","Batch 6","SOUTHERN","PO106542","2016-09-01","JHNREE001","NBE","JOHOR","JOHOR BAHRU","2018-02-28 9:00AM","2018-02-28 9:00AM","3860M316122422","14-03-2018","Products Installed",
"2814","07 08","QMS 07/08/06/026890","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Pharmacy (Medium)","Thermo Fisher Scientific Inc","PLR386","Refrigerators, Pharmacy (Medium)","JHR024","Klinik Kesihatan Majidee","Jalan Tebrau  Johor   Bahru Johor  Bahru  81100","KK","Batch 6","SOUTHERN","PO106542","2016-09-01","JHNREE002","NBE","JOHOR","JOHOR BAHRU","2018-02-28 9:00AM","2018-02-28 9:00AM","3860M316122426","07-03-2018","Products Installed",
"2815","07 08","QMS 07/08/06/026891","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Pharmacy (Medium)","Thermo Fisher Scientific Inc","PLR386","Refrigerators, Pharmacy (Medium)","JHR205","Klinik Kesihatan  Air Tawar 5 (Felda)","Felda Air Tawar 5 81900","KK","Batch 6","SOUTHERN","PO106542","2016-09-01","JHNREE003","NBE","JOHOR","KOTA TINGGI","2018-02-28 2:00PM","2018-02-28 2:00PM","38600316120224","14-03-2018","Products Installed",
"2816","07 08","QMS 07/08/06/026892","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Pharmacy (Medium)","Thermo Fisher Scientific Inc","PLR386","Refrigerators, Pharmacy (Medium)","JHR016","Klinik Kesihatan Kulai","Jalan Pejabat Kerajaan, Kulai, Kulaijaya, 81000 ","KK","Batch 6","Southern","PO106542","2016-09-01","JHNREE004","NBE","JOHOR","KULAI JAYA","2018-02-28 9:00AM","2018-02-28 9:00AM","3860M317010626","14-03-2018","Products Installed",
"2817","07 08","QMS 07/08/06/026893","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Pharmacy (Medium)","Thermo Fisher Scientific Inc","PLR386","Refrigerators, Pharmacy (Medium)","JHR017","Klinik Kesihatan Kulai Besar","Batu 19  Jalan Air Hitam  81000 Kulai Jaya  Johor","KK","Batch 6","SOUTHERN","PO106542","2016-09-01","JHNREE005","NBE","JOHOR","KULAI JAYA","2018-02-28 2:00PM","2018-02-28 2:00PM","38600316120205","14-03-2018","Products Installed",
"2818","07 08","QMS 07/08/06/026894","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Pharmacy (Medium)","Thermo Fisher Scientific Inc","PLR386","Refrigerators, Pharmacy (Medium)","JHR035","Klinik Kesihatan Simpang Rengam","Jalan Rambutan 86200  Simpang Rengam  Kluang","KK","Batch 6","SOUTHERN","PO106542","2016-09-01","JHNREE006","NBE","JOHOR","KLUANG","2018-02-28 2:00PM","2018-02-28 2:00PM","38600315080470","14-03-2018","Products Installed",
"2819","07 08","QMS 07/08/06/026895","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Pharmacy (Medium)","Thermo Fisher Scientific Inc","PLR386","Refrigerators, Pharmacy (Medium)","JHR041","Klinik Kesihatan Bukit Besar","Jalan Depan Sekolah Kota Tinggi 81900","KK","Batch 6","SOUTHERN","PO106542","2016-09-01","JHNREE007","NBE","JOHOR","KOTA TINGGI","2018-02-28 9:00AM","2018-02-28 9:00AM","3860M316122420","07-03-2018","Products Installed",
"2820","07 08","QMS 07/08/06/026896","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Pharmacy (Medium)","Thermo Fisher Scientific Inc","PLR386","Refrigerators, Pharmacy (Medium)","JHR074","Klinik Kesihatan Penerok","Jln  Kukup  82300 Pontian","KK","Batch 6","SOUTHERN","PO106542","2016-09-01","JHNREE008","NBE","JOHOR","PONTIAN","2018-02-28 2:00PM","2018-02-28 2:00PM","38600316120221","07-03-2018","Products Installed",
"2821","07 08","QMS 07/08/06/026897","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Pharmacy (Medium)","Thermo Fisher Scientific Inc","PLR386","Refrigerators, Pharmacy (Medium)","JHR079","Klinik Kesihatan Bandar Putra","Jalan Genuang  Bandar Putra 85000 Segamat","KK","Batch 6","SOUTHERN","PO106542","2016-09-01","JHNREE009","NBE","JOHOR","SEGAMAT","2018-02-28 9:00AM","2018-02-28 9:00AM","38600316100917","08-03-2018","Products Installed",
"2822","07 08","QMS 07/08/06/026898","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Pharmacy (Medium)","Thermo Fisher Scientific Inc","PLR386","Refrigerators, Pharmacy (Medium)","JHR086","Klinik Kesihatan Segamat","Jalan Muar 85000 Segamat","KK","Batch 6","SOUTHERN","PO106542","2016-09-01","JHNREE010","NBE","JOHOR","SEGAMAT","2018-02-28 2:00PM","2018-02-28 2:00PM","38600315080472","08-03-2018","Products Installed",
"2823","07 08","QMS 07/08/06/026899","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Pharmacy (Medium)","Thermo Fisher Scientific Inc","PLR386","Refrigerators, Pharmacy (Medium)","JHR089","Klinik Kesihatan Ibu dan Anak Johor Bahru","Jalan Abdul Samad  81800  Johor Bahru","KK","Batch 6","SOUTHERN","PO106542","2016-09-01","JHNREE011","NBE","JOHOR","JOHOR BAHRU","2018-02-28 11:00AM","2018-02-28 11:00AM","380M316122408","07-03-2018","Products Installed",
"2824","07 08","QMS 07/08/06/026900","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Pharmacy (Medium)","Thermo Fisher Scientific Inc","PLR386","Refrigerators, Pharmacy (Medium)","JHR036","Klinik Kesihatan Ulu Belitong","86007  Kluang","KK","Batch 6","SOUTHERN","PO106542","2016-09-01","JHNREE012","NBE","JOHOR","KLUANG","2018-02-28 9:00AM","2018-02-28 9:00AM","3860m316121727","14-03-2018","Products Installed",
"2825","07 08","QMS 07/08/06/026901","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Pharmacy (Medium)","Thermo Fisher Scientific Inc","PLR386","Refrigerators, Pharmacy (Medium)","JHR091","Klinik Kesihatan Ibu dan Anak Kota Tinggi","Jalan Tun Haba  81900 Kota Tinggi  Johor","KK","Batch 6","SOUTHERN","PO106542","2016-09-01","JHNREE013","NBE","JOHOR","KOTA TINGGI","2018-02-28 11:00AM","2018-02-28 11:00AM","3860M316122424","14-03-2018","Products Installed",
"2826","07 08","QMS 07/08/06/026902","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Pharmacy (Medium)","Thermo Fisher Scientific Inc","PLR386","Refrigerators, Pharmacy (Medium)","JHR219","Klinik Kesihatan Nitar 1 (Felda)","Felda Nitar 1  Jalan Merbah  86800 Mersing","KK","Batch 6","SOUTHERN","PO106542","2016-09-01","JHNREE014","NBE","JOHOR","MERSING","2018-02-28 9:00AM","2018-02-28 9:00AM","3860M316122418","07-03-2018","Products Installed",
