 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Delivery Status,
"1381","01 03","QMS 01/03/04/017810","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","PNG082","Klinik Desa Paya Keladi","Jalan Paya Keladi 13200 Kepala Batas","KK","Batch 4","NORTHERN","PO106545","2016-09-01","PNPFED082","PBE","PULAU PINANG","SEBERANG PERAI UTARA","2017-07-19 8:00AM","2017-07-19 8:00AM","BBH61550","Products Installed",
"1382","01 03","QMS 01/03/04/017811","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","PNG075","Klinik Desa Sungai Puyu","Jalan Sungai Puyu 13400 Butterworth","KK","Batch 4","NORTHERN","PO106545","2016-09-01","PNPFED080","PBE","PULAU PINANG","SEBERANG PERAI UTARA","2017-07-19 8:00AM","2017-07-19 8:00AM","BBH 31082","Products Installed",
"1383","01 03","QMS 01/03/04/017869","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","SBH004","Klinik Kesihatan Weston","D A PKK Beaufort  Peti Surat 101  89807 Beaufort  Sabah","KK","Batch 4","East Malaysia","PO106545","2016-09-01","SBPFED042","PBE","SABAH","BEAUFORT","2017-07-19 11:00AM","2017-07-19 11:00AM","bbh31282","Products Installed",
"1384","01 03","QMS 01/03/04/017893","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","SWK147","Klinik Kesihatan Gedong","Klinik Kesihatan Gedong  Kota Samarahan  94300  Samarahan","KK","Batch 4","East Malaysia","PO106545","2016-09-01","SWPFED138","PBE","SARAWAK","SAMARAHAN","2017-07-19 11:00AM","2017-07-19 11:00AM","BBH31309","Products Installed",
"1385","01 03","QMS 01/03/04/017894","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","SWK147","Klinik Kesihatan Gedong","Klinik Kesihatan Gedong  Kota Samarahan  94300  Samarahan","KK","Batch 4","East Malaysia","PO106545","2016-09-01","SWPFED139","PBE","SARAWAK","SAMARAHAN","2017-07-19 11:00AM","2017-07-19 11:00AM","BBH31308","Products Installed",
"1386","01 03","QMS 01/03/04/017899","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","SWK148","Klinik Kesihatan Kesindu","Klinik Kesihatan Kesindu  94800  Kota Samarahan","KK","Batch 4","East Malaysia","PO106545","2016-09-01","SWPFED140","PBE","SARAWAK","SAMARAHAN","2017-07-19 2:00PM","2017-07-19 2:00PM","BBH31313","Products Installed",
"1387","01 03","QMS 01/03/04/017900","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","SWK148","Klinik Kesihatan Kesindu","Klinik Kesihatan Kesindu  94800  Kota Samarahan","KK","Batch 4","East Malaysia","PO106545","2016-09-01","SWPFED141","PBE","SARAWAK","SAMARAHAN","2017-07-19 2:00PM","2017-07-19 2:00PM","BBH31314","Products Installed",
"1388","01 03","QMS 01/03/04/017901","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","SWK149","Klinik Kesihatan Mentu","Klinik Kesihatan Mentu  94300  Kota Samarahan","KK","Batch 4","East Malaysia","PO106545","2016-09-01","SWPFED142","PBE","SARAWAK","SAMARAHAN","2017-07-19 4:00PM","2017-07-19 4:00PM","BBH31312","Products Installed",
"1389","01 03","QMS 01/03/04/017902","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","SWK149","Klinik Kesihatan Mentu","Klinik Kesihatan Mentu  94300  Kota Samarahan","KK","Batch 4","East Malaysia","PO106545","2016-09-01","SWPFED143","PBE","SARAWAK","SAMARAHAN","2017-07-19 4:00PM","2017-07-19 4:00PM","BBH31310","Products Installed",
"1390","01 03","QMS 01/03/04/017914","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","SWK146","Klinik Kesihatan Triboh","Klinik Kesihatan Triboh  94700  Serian","KK","Batch 4","East Malaysia","PO106545","2016-09-01","SWPFED137","PBE","SARAWAK","SAMARAHAN","2017-07-19 9:00AM","2017-07-19 9:00AM","BBH31307","Products Installed",
"1391","03 06","QMS 03/06/04/017047","SUP019","MEDILIFE M SDN BHD","aminah@medi-life.com.my","NO 10 ( 2ND FLOOR ) JALAN PENDAFTAR U1/54 TEMASYA INDUSTRIAL PARK 40150 SHAH ALAM, SELANGOR","Puan Siti Aminah","Radiographic Units, Dental","Dentsply Sirona","Heliodent Vario DG","Radiographic Units, Dental","SWK249","Klinik Pergigian Jalan Masjid, Poliklinik Komuniti Jalan Masjid","Poliklinik Komuniti Jalan Masjid  Jalan Masjid  93400 Kuching  Sarawak","KK","Batch 4","East Malaysia","PO106745","2016-09-01","SWNRAD001","NBE","SARAWAK","KUCHING","2017-07-19 10:00AM","2017-07-19 10:00AM","3112VA5942","Products Installed",
"1392","02 03","QMS 02/03/04/014374","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK043","Klinik Kesihatan Buntung","Jln  Taman Rishah 30100  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL340","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1393","02 03","QMS 02/03/04/014375","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK043","Klinik Kesihatan Buntung","Jln  Taman Rishah 30100  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL341","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1394","02 03","QMS 02/03/04/014376","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK043","Klinik Kesihatan Buntung","Jln  Taman Rishah 30100  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL342","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1395","02 03","QMS 02/03/04/014377","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK043","Klinik Kesihatan Buntung","Jln  Taman Rishah 30100  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL343","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1396","02 03","QMS 02/03/04/014378","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK028","Klinik Kesihatan Chemor","Jln  Tanah Hitam   31200  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL324","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1397","02 03","QMS 02/03/04/014379","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK028","Klinik Kesihatan Chemor","Jln  Tanah Hitam   31200  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL325","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1398","02 03","QMS 02/03/04/014380","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK030","Klinik Kesihatan Greentown","Jln  Raja Musa Aziz  30450  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL021","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1399","02 03","QMS 02/03/04/014381","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK030","Klinik Kesihatan Greentown","Jln  Raja Musa Aziz  30450  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL022","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1400","02 03","QMS 02/03/04/014382","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK031","Klinik Kesihatan Gunung Rapat","Jln  Dr Raja Nazrin  31350  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL030","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1401","02 03","QMS 02/03/04/014383","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK031","Klinik Kesihatan Gunung Rapat","Jln  Dr Raja Nazrin  31350  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL031","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1402","02 03","QMS 02/03/04/014384","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK031","Klinik Kesihatan Gunung Rapat","Jln  Dr Raja Nazrin  31350  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL032","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1403","02 03","QMS 02/03/04/014385","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK034","Klinik Kesihatan Kampung Simee","Jln  Kompleks Sukan  31400  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL050","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1404","02 03","QMS 02/03/04/014386","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK034","Klinik Kesihatan Kampung Simee","Jln  Kompleks Sukan  31400  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL051","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1405","02 03","QMS 02/03/04/014387","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK034","Klinik Kesihatan Kampung Simee","Jln  Kompleks Sukan  31400  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL052","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1406","02 03","QMS 02/03/04/014388","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK034","Klinik Kesihatan Kampung Simee","Jln  Kompleks Sukan  31400  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL053","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1407","02 03","QMS 02/03/04/014389","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK036","Klinik Kesihatan Menglembu","Jln  Menglembu  31450  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL327","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1408","02 03","QMS 02/03/04/014390","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK036","Klinik Kesihatan Menglembu","Jln  Menglembu  31450  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL328","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1409","02 03","QMS 02/03/04/014391","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK036","Klinik Kesihatan Menglembu","Jln  Menglembu  31450  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL329","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1410","02 03","QMS 02/03/04/014392","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK036","Klinik Kesihatan Menglembu","Jln  Menglembu  31450  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL330","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1411","02 03","QMS 02/03/04/014393","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK037","Klinik Kesihatan Pasir Pinji","Jln  Bunga Raya  31650  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL060","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1412","02 03","QMS 02/03/04/014394","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK037","Klinik Kesihatan Pasir Pinji","Jln  Bunga Raya  31650  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL058","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1413","02 03","QMS 02/03/04/014395","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK037","Klinik Kesihatan Pasir Pinji","Jln  Bunga Raya  31650  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL059","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1414","02 03","QMS 02/03/04/014396","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK037","Klinik Kesihatan Pasir Pinji","Jln  Bunga Raya  31650  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL061","PBE","PERAK","KINTA","2017-07-18 8:00AM","2017-07-18 8:00AM","N/A","Products Installed",
"1415","06 02","QMS 06/02/04/014561","SUP006","BTL INDUSTRIES MALAYSIA SDN BHD","chessy@btlmalaysia.com.my","No. 231 JALAN PJU 1/41 DATARAN PRIMA 47301 PETALING JAYA","Ms Chessy Patricia","Ultrasound Therapy Systems, Physical Therapy","BTL Industries Limited","BTL-4710 Smart","Ultrasound Therapy Systems, Physical Therapy","PRK046","Klinik Kesihatan Padang Rengas","Jln Taiping  33700  Kuala Kangsar","KK","Batch 4","NORTHERN","PO106547","2016-09-01","PRNULT006","NBE","PERAK","KUALA KANGSAR","2017-07-18 10:00AM","2017-07-18 10:00AM","058S0B007528","Products Installed",
"1416","06 02","QMS 06/02/04/014562","SUP006","BTL INDUSTRIES MALAYSIA SDN BHD","chessy@btlmalaysia.com.my","No. 231 JALAN PJU 1/41 DATARAN PRIMA 47301 PETALING JAYA","Ms Chessy Patricia","Ultrasound Therapy Systems, Physical Therapy","BTL Industries Limited","BTL-4710 Smart","Ultrasound Therapy Systems, Physical Therapy","PRK058","Klinik Kesihatan Batu Kurau","34500  Batu Kurau  Larut Matang Selama","KK","Batch 4","NORTHERN","PO106547","2016-09-01","PRNULT009","NBE","PERAK","LARUT MATANG SELAMA","2017-07-18 2:00PM","2017-07-18 2:00PM","05850B007540","Products Installed",
"1417","02 11","QMS 02/11/04/014870","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SLR034","Klinik Kesihatan Bukit Changgang","Jln Labohan Dagang  42700 Kuala Langat  Selangor ","KK","Batch 4","CENTRAL","PO108524","2016-02-01","SLNOPT105","NBE","SELANGOR","KUALA LANGAT","2017-07-18 03.00PM","2017-07-18 03.00PM","1703033422","Products Installed",
"1418","02 11","QMS 02/11/04/014871","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SLR034","Klinik Kesihatan Bukit Changgang","Jln Labohan Dagang  42700 Kuala Langat  Selangor ","KK","Batch 4","CENTRAL","PO108524","2016-02-01","SLNOPT106","NBE","SELANGOR","KUALA LANGAT","2017-07-18 03.00PM","2017-07-18 03.00PM","1703033414","Products Installed",
"1419","02 11","QMS 02/11/04/014872","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SLR031","Klinik Kesihatan Jenjarom","Jalan Kampung Jenjarom  Banting  42600 Kuala Langat  Selangor ","KK","Batch 4","CENTRAL","PO108524","2016-02-01","SLNOPT161","NBE","SELANGOR","KUALA LANGAT","2017-07-18 09.30AM","2017-07-18 09.30AM","0052497","Products Installed",
"1420","02 11","QMS 02/11/04/014873","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SLR030","Klinik Kesihatan Kampung Bandar","Bukit Chodoi 42700 Banting  Selangor ","KK","Batch 4","CENTRAL","PO108524","2016-02-01","SLNOPT101","NBE","SELANGOR","KUALA LANGAT","2017-07-18 02.00PM","2017-07-18 02.00PM","1703033427","Products Installed",
"1421","02 11","QMS 02/11/04/014874","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SLR030","Klinik Kesihatan Kampung Bandar","Bukit Chodoi 42700 Banting  Selangor ","KK","Batch 4","CENTRAL","PO108524","2016-02-01","SLNOPT102","NBE","SELANGOR","KUALA LANGAT","2017-07-18 02.00PM","2017-07-18 02.00PM","1703033408","Products Installed",
